4/3/2017,143.71,144.12,143.05,143.7,19985714,AAPL
4/4/2017,143.25,144.89,143.17,144.77,19891354,AAPL
4/5/2017,144.22,145.46,143.81,144.02,27717854,AAPL
4/6/2017,144.29,144.52,143.45,143.66,21149034,AAPL
4/7/2017,143.73,144.18,143.27,143.34,16672198,AAPL
4/10/2017,143.6,143.88,142.9,143.17,18933397,AAPL
4/11/2017,142.94,143.35,140.06,141.63,30379376,AAPL
4/12/2017,141.6,142.15,141.01,141.8,20350000,AAPL
4/13/2017,141.91,142.38,141.05,141.05,17822880,AAPL
4/17/2017,141.48,141.88,140.87,141.83,16582094,AAPL
4/18/2017,141.41,142.04,141.11,141.2,14697544,AAPL
4/19/2017,141.88,142,140.45,140.68,17328375,AAPL
4/20/2017,141.22,142.92,141.16,142.44,23319562,AAPL
4/21/2017,142.44,142.68,141.85,142.27,17320928,AAPL
4/24/2017,143.5,143.95,143.18,143.64,17134333,AAPL
4/25/2017,143.91,144.9,143.87,144.53,18871501,AAPL
4/26/2017,144.47,144.6,143.38,143.68,20041241,AAPL
4/27/2017,143.92,144.16,143.31,143.79,14246347,AAPL
4/28/2017,144.09,144.3,143.27,143.65,20860358,AAPL
5/1/2017,145.1,147.2,144.96,146.58,33602943,AAPL
5/2/2017,147.54,148.09,146.84,147.51,45352194,AAPL
5/3/2017,145.59,147.49,144.27,147.06,45697034,AAPL
5/4/2017,146.52,147.14,145.81,146.53,23371872,AAPL
5/5/2017,146.76,148.98,146.76,148.96,27327725,AAPL
5/8/2017,149.03,153.7,149.03,153.01,48752413,AAPL
5/9/2017,153.87,154.88,153.45,153.99,39130363,AAPL
5/10/2017,153.63,153.94,152.11,153.26,25805692,AAPL
5/11/2017,152.45,154.07,152.31,153.95,27255058,AAPL
5/12/2017,154.7,156.42,154.67,156.1,32527017,AAPL
5/15/2017,156.01,156.65,155.05,155.7,26009719,AAPL
5/16/2017,155.94,156.06,154.72,155.47,20048478,AAPL
5/17/2017,153.6,154.57,149.71,150.25,50767678,AAPL
